district,taluka,area,registrationNo,propertyName,propertyAddress,noOfRooms
North Goa,Bardez,Arpora,HOTN002559,Aquamarine Holidays Goa,"H.No. 112/2/B-A/Sf-D2 Mainath Bhatti, Arpora,
 Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002560,Aquamarine Holidays Goa,"H.No. 112/2/B-A/Sf-D2 Mainath Bhatti, Arpora,
 Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002561,Aquamarine Holidays Goa,"H.No. 112/2/B-A/Sf-D1 Mainath Bhatti, Arpora,
 Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002562,Aquamarine Holidays Goa,"H.No. 112/2/B-A/Sf-D1 Mainath Bhatti, Arpora,
 Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002569,Rainforest Enclave,"262/6 Ward No. Iv Gharbhat Vado, Arpora, Bardez,
 North Goa- 403518",7
North Goa,Bardez,Arpora,HOTN002570,Rainforest Enclave,"S.No 143/10 H.No262/6 Ward No. Iv Gharbhat Vado,
 Arpora, Bardez, North Goa",7
North Goa,Bardez,Arpora,HOTN002573,Thakur Guest House,"House No-119/1/C-201/13 Ward No.6 Heritage
 Exotica Mainath Bhatti, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN002592,Seis Villa-2,"H.No. 61/7-V2 Seis Villas Mainath Bhati, Arpora,
 Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN002595,Seis Villas,"H.No 61/7-V1,Seis Villas Mainath Bhati, Arpora,
 Bardez, North Goa- 403516",4
North Goa,Bardez,Arpora,HOTN002616,Woodside Retreat Guest House,"H.No. 526/3bf3 Woodside Retreat, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002617,Woodside Retreat Guest House,"H.No. 526/3bf3 Woodside Retreat, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002618,Woodside Retreat Guest House,"H.No.526/2af1 Woodside Retreat, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002707,Kashiyana,"H.No. 77/1-8 La Quinta ,Manabhati,Arpora, Arpora,
 Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002708,Kashiyana,"H.No. 77/1-8 La Quinta ,Manabhati,Arpora, Arpora,
 Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002709,Kashiyana,"H.No. 77/1-8 La Quinta ,Manabhati,Arpora, Arpora,
 Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002716,"Holiday Apartment D 001
 Heritage Exotica","Mainathbhati Arpora, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN002717,"Holiday Apartment D 001
 Heritage Exotica","D-001 Heritage Exotica Near Mellorosa Resort,
 Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002720,Antonio Guest House,"Ffd1/Ffd2, Aldiea Mainath Bhatti, Arpora, Bardez,
 North Goa- 403516",4
North Goa,Bardez,Arpora,HOTN002721,Antonio Guest House,"Ffd1/Ffd2, Aldiea Mainath Bhatti, Arpora, Bardez,
 North Goa- 403516",4
North Goa,Bardez,Arpora,HOTN002722,Antonio Guest House,"Ffd1/Ffd2, Aldiea Mainath Bhatti, Arpora, Bardez,
 North Goa- 403516",4
North Goa,Bardez,Arpora,HOTN002727,Castle,"H.No. 77/1-18 La Quinta Manabathi, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002728,Turquoise Stay,"North Goa, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002736,H.No. 77/1 La Quinta Goa,"76 Sq.Mt., Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002738,Stay To Unwind,"H.No. 77/1-7 La Quinta Arpora, Arpora, Bardez, North
 Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002739,Stay To Unwind,"H.No. 77/1-7 La Quinta Arpora, Arpora, Bardez, North
 Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002740,Bleisure Global,"306 D Block , Heritage Exotica, Arpora, Bardez, North
 Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002749,Seahawk Suites,"H.No.172/6-F-Sf-201 Areia De Goa Diwan Bhatti,
 Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN002752,Santosh Yadav,"17 2/6 F-Sf -202 Areia De Goa Diwan Bhatti, Arpora,
 Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN002761,Gharonda,"Arpora, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002770,Avng Goan Holidays,"H.No.112/2/D1 Mainath Bhatti, Arpora, Bardez, North
 Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002771,Avng Goan Holidays,"H.No.112/2-Rv2 Mainath Bhatti, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002772,Avng Goan Holidays,"H.No.112/2-Rv2 Mainath Bhatti, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002773,Avng Goan Holidays,"H.No.112/2-Rvs Mainath Bhatti, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002774,Avng Goan Holidays,"H.No.112/2-Rv5 Mainath Bhatti, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002775,Avng Goan Holidays,"H.No.112/2/B-A/Sf-A2 Mainath Bhatti, Arpora,
 Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002806,Aavaas Elite,"H.No.112/3-Ugf-F4, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN002807,Aavaas Elite,"H.No.112/3-Ugf-F4, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN002808,Aavaas Elite,"H.No.112/3-Ugf-F4, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN002809,Aavaas Elite,"H.No.112/3-Ugf-F4, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN002810,Aavaas Elite,"H.No.112/3-Ugf-F4, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN002811,Aavaas Elite,"H.No.112/3-Ugf-F3, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN002821,Avng Goan Holidays,"H.No.112/2-Rv3 Mainath Bhatti, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002822,Avng Goan Holidays,"H.No.112/2-Rv3 Mainath Bhatti, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002823,Avng Goan Holidays,"H.No.112/2-V7 Mainath Bhatti, Arpora, Bardez, North
 Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002848,Maria,"H.No. 77/1-11 La Quinta Arpora Bardez Goa, Arpora,
 Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN002851,Martini,"H.No. 77/1-12 La Quinta Manibathi, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002854,Heritage Holiday Homes,"Hertiage Exotica, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002855,Shahs Holiday Home,"H.No. 119/2/Tf-8, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002857,Heritage Holiday,"H.No. 119/2/Gf-10 Heritage Exotica, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002858,Heritage Holiday,"H.No. 119/2/Gf-10 Heritage Exotica, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002859,Heritage Holiday,"H.No. 119/2/Gf-10 Heritage Exotica, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002860,Hertiage Holiday,"D-107 Heritage Exotica, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN002861,Hertiage Holiday,"D-107 Heritage Exotica, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN002862,Hertiage Holiday,"D-107 Heritage Exotica, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN002863,Hertiage Holiday Homes,"H.No. 119/2/Ff-8 Hertiage Exotica, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002864,The Goa Stay,"Hertiage Exotica, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002865,The Goa Stay,"Hertiage Exotica, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002866,The Goa Stay,"Hertiage Exotica, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002897,"Janak Hiranand Mahboobani
 Guest House","H.No. 119/1/A-2/2, Mainath Bhatti, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002898,"Janak Hiranand Mahboobani
 Guest House","H.No. 119/1/A-2/2, Mainath Bhatti, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002924,Le Samara Homestays,"Riviera Foothills, Arpora, Arpora, Bardez, North Goa-
 403516",2
North Goa,Bardez,Arpora,HOTN002926,Alvorada Resort,"H.No. 172/3/H/Ff 101 To 104, Sf-201 To 204, Tf-301
 To 304 Dewanbhatti, Arpora, Bardez, North Goa",23
North Goa,Bardez,Arpora,HOTN002939,Tia,"H.No. 77/1-6 La Quinta Manibathi, Arpora, Bardez,
 North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002949,Baale Resort Goa,"H.No. 160/1 A2, 160/1 B1, 160/1 B2, 160/1 B3, 160/1 C1, 160/1 C2, 160/1 C3,160/1 Sc, 160/1
 Ep,160/1 Ch Survey No. 117/2 & 117/5 Diwan Bhatti,
 Arpora, Bardez, North Goa- 403516",7
North Goa,Bardez,Arpora,HOTN002960,Gaurav Kohli,"North Goa, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002961,Gaurav Kohli,"North Goa, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002963,Nivas,"Arproa, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN002967,Mcgoa Holidays,"H.No. 197 Diwan Bhatti, Arpora, Bardez, North Goa",6
North Goa,Bardez,Arpora,HOTN002968,Aquamarine Holidays Goa,"H.No 112/2/B-A/Ff-C1 Mainath Bhatti, Arpora,
 Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN002969,Avng Goan Holidays,"H.No.112/2-V4 Mainath, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN002983,Pinnacle Holiday Homes,"Mainath Bhatti, Arpora, Bardez, North Goa- 403516",5
North Goa,Bardez,Arpora,HOTN003014,J K Holiday Home,"North Goa, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003016,Heritage Exotica,"D-101, First Floor, D Block, Mainath Bhati, Arpora,
 Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN003023,Le Samara Homestays,"Riviera, Residency, Arpora, Arpora, Bardez, North
 Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003034,Beach Box Hotel,"586/A Baga Arpora Road, Arpora, Bardez, North Goa-
 403516",16
North Goa,Bardez,Arpora,HOTN003035,Rajni Singh,"1112, Riviera Foothills, Arpora, Arpora, Bardez, North
 Goa- 403516",2
North Goa,Bardez,Arpora,HOTN003036,Rajni Singh,"Arpora, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN003053,Dom Carlos Resort,"H.No.253/2 And 253/3 Ghorbhat Vaddo, Arpora,
 Bardez, North Goa- 403516",20
North Goa,Bardez,Arpora,HOTN003088,Villa Arcadia,"Baga, Arpora, Arpora, Bardez, North Goa- 403516",5
North Goa,Bardez,Arpora,HOTN003137,Inrabo Hospitalities Pvt. Ltd.,"H.No. 61/7-V5 Ward No Vi Mainath Bhatti, Arpora,
 Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN003228,Palacio Baga,"H.No. 526/20 Ward No. V Plot No. 113 Baga, Arpora,
 Bardez, North Goa- 403518",1
North Goa,Bardez,Arpora,HOTN003242,Lazy Holidays,"House No 477/3 , Sankwadi Bardez Arpora North Goa,
 Arpora, Bardez, North Goa- 403516",8
North Goa,Bardez,Arpora,HOTN003249,Travel Recipe,"Hno 275/1-F31 Ablone Resorts, Arpora, Bardez,
 North Goa",1
North Goa,Bardez,Arpora,HOTN003265,Hotel Baga Grande,"H.No. 526/19 Off Baga Circle Road Baga, Arpora,
 Bardez, North Goa- 403518",14
North Goa,Bardez,Arpora,HOTN003271,"Charanjit Singh Bagga & Maneet
 Kaur Bagga","H.No.112/2-V2 Mainath Bhatti, Arpora, Bardez, North
 Goa- 403516",3
North Goa,Bardez,Arpora,HOTN003289,Monika Guest House,"Arpora, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003299,Hotel Shanti Solitaire,"H. No 191/1/I, Diwan Bhatti, Arpora, Bardez, North
 Goa- 403516",81
North Goa,Bardez,Arpora,HOTN003316,Fanta Sea1,"Hno 77/1-4 La Quinta, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN003323,Rud Inn,"H.No. 534/1/A , Off Baga Creek Road, Arpora, Bardez,
 North Goa- 403516",7
North Goa,Bardez,Arpora,HOTN003324,Suyog Holiday Homes,"Hno 119/2/Tf9, Block D , Heritage Exotica 3rd Floor,
 Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN003329,Fanta Sea2,"Hno 77/1-10 La Quinta, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN003363,"Ravinder Kohli And Anoop
 Kanwal Kohli","H.No 448/9bf-1 Kudas Vaddo, Arpora, Bardez, North
 Goa",2
North Goa,Bardez,Arpora,HOTN003364,"Ravinder Kohli And Anoop
 Kanwal Kohli","H.No. 448/9-Bf2 Kudas Vaddo, Arpora, Bardez, North
 Goa",2
North Goa,Bardez,Arpora,HOTN003365,"Ravinder Kohli And Anoop
 Kanwal Kohli","H.No. 448/9-Bf15 Kudas Vaddo, Arpora, Bardez,
 North Goa",2
North Goa,Bardez,Arpora,HOTN003369,Devang Guest House,"Arpora Shimer, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003370,Ikram Guest House,"Arpora Shimer, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003376,Aavaas Apartments,"119/2/Ff3, Mainathbhati, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN003380,Arpora Tales,"H.No.262/12, Ghorbat Vaddo, Arpora, Bardez, North
 Goa- 403518",1
North Goa,Bardez,Arpora,HOTN003427,Whistling Bamboos,"Hnos 181/2 /Gf2 , Gf3, Ff1 ,Ff2, Ff3, Sf1,Sf2 C/O Casa
 Whistling Birds, Arpora, Bardez, North Goa",8
North Goa,Bardez,Arpora,HOTN003428,Ashville Homes,"H.No. 526/14, 526/15, 526/16, 526/17, Arpora,
 Bardez, North Goa",12
North Goa,Bardez,Arpora,HOTN003448,Susegad Suite,"H.No.448/8-As3, Riviera Hermitage, Arpora, Bardez,
 North Goa",1
North Goa,Bardez,Arpora,HOTN003472,The Love Story,"H.No 526/10, 526/11 And 526/12 Baga, Arpora,
 Bardez, North Goa- 403516",3
North Goa,Bardez,Arpora,HOTN003474,Elvira Villa,"H.No 457/8, Kudas Vaddo, Arpora, Bardez, North Goa",3
North Goa,Bardez,Arpora,HOTN003475,Sansuk Guest House,"H.No 119/1/C-303/27 Heritage Exotica Mainabhatti,
 Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003493,Aqua Grandiosa,"117/1-C-Sf-1 Mainthbhati, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN003496,Pranjal Guest House,"Flat No. Bg-2, H.No. 448/9, Riviera Hermitage, Arpora
 Shim, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003501,Aqua Grandiosa,"117/1-A-Sf-1 Atmainathbhati, Arpora, Bardez, North
 Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003513,"Chandra Real Estate Developers
 - Radisson Resort Goa Baga","525/1 Gf2, Ward No V, Baga Arpora, Arpora, Bardez, North Goa- 403516",51
North Goa,Bardez,Arpora,HOTN003529,Arpora Lake View,"Arpora, Arpora, Bardez, North Goa- 403509",2
North Goa,Bardez,Arpora,HOTN003533,302/4-B3,"Tambudki, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN003540,302/4-B4 Villa Vera,"Tambudki, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN003552,P4 (246/1-C1-4) Villa Nina,"Ghorbhat Vaddo, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN003553,O1 (246/1-B1) Villa Nina,"Ghorbhat Vaddo, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003554,P3 (246/1-C1-3) Villa Nina,"Ghorbhat Vaddo, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN003585,302/4-E11 Villa Vera,"Tambudki, Arpora, Bardez, North Goa- 403521",1
North Goa,Bardez,Arpora,HOTN003607,P1 (246/1-C1-1) Villa Nina,"Ghorbhat, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN003636,Shambhavi,"Hno 77/1-15 La Quinta, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN003638,Advika,"Hno 77/1-4 La Quinta, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN003639,Kala,"H.No. 77/1-10 La Quinta, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN003674,"2202 (448/9-Bs2) Reveira
 Hermitage","Ximer, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN003675,Villa D,"Hno 98/10-D Casa Swl Sogno, Arpora, Bardez, North
 Goa",4
North Goa,Bardez,Arpora,HOTN003676,Villa C,"Hno 98/10-C Casa Del Sogno, Arpora, Bardez, North
 Goa",4
North Goa,Bardez,Arpora,HOTN003708,Pool View Studio Apartment,"Arpora Crossing, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003716,Coral Villa,"H.No.128, Survey No. 35/1, Mendes Vaddo,, Arpora,
 Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003731,Mrs. Tanuja Sharma,"H.No 82/1/Apt-Bs10, Riviera Foothills, Arpora,
 Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN003733,Nikhil Guest House,"Arpora North Goa, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN003763,1004 Riviera Hermitage,"H.No.448/8 Ag4 Ground Floor Riviera Hermitage Sim
 Vado, Arpora, Bardez, North Goa",3
North Goa,Bardez,Arpora,HOTN003830,Goco.Life,"H. No. 28 Viegas Vaddo, Arpora, Bardez, North Goa-
 403516",5
North Goa,Bardez,Arpora,HOTN003831,Goco.Life,"H. No. 28 Viegas Vaddo, Arpora, Bardez, North Goa-
 403516",5
North Goa,Bardez,Arpora,HOTN003847,Casa Cenica,"House No 262/10 Flat No Bf 2 Rainforest Enclave
 Ghatbhat Vaddo, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN003860,Heba Casa Rentals 1109,"Arpora North Goa, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003870,Cantaloop Hotels (Pvt) Ltd,"H.No Sy No 155/1, Arpora, Bardez, North Goa",20
North Goa,Bardez,Arpora,HOTN003890,Tropicana Villa,"H.No Thn/Nag/18a Fuldem Waddo Nagoa, Arpora,
 Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN003919,Heba Casa Rentals 1107,"Arpora North Goa, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003926,Harpreet Guest House Bf-2,"Arpora North Goa, Riviera Foothills, Apt No.
 22/1/Apt-Bf-2, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003951,Tejinder Guest House Bg-11,"Hno. 82/1/Aptbg-11, Riviera Foothills Arpora Bardez
 Goa, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN003979,Urmila Guest House,"448/9-Bs-11, Riviera Hermitage Arpora Bardez Gpa,
 Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN003991,C 104 Aqua Grandiosa,"Aqua Grandiosa, Maina Bhatti, Arpora, Bardez, North
 Goa",2
North Goa,Bardez,Arpora,HOTN003993,C 404 Aqua Grandiosa,"Aqua Grandiosa, Mainatha Bhatti, Arpora, Arpora,
 Bardez, North Goa",2
North Goa,Bardez,Arpora,HOTN003997,H.No 17 /1-Vi Aqua Grandiosa,"Aqua Grandiosa, Mainatha Bhatti, Arpora, Bardez,
 North Goa",3
North Goa,Bardez,Arpora,HOTN004007,1105 Riviera Hermitage,"Arpora, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN004009,Rupinder Guest House Ag-7,"Hno. 82/1/Apt Ag-7, Riviera Foothills, Arpora Bardez
 Goa, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN004011,Rupinder Guest House As/7,"H.No 82/1/Apt.As-7, Riviera Foothills, Arpora North
 Goa, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN004014,Arboria,"Arpora Of Nagoa, Arpora, Bardez, North Goa",3
North Goa,Bardez,Arpora,HOTN004016,Heritage103,"Hno 119/1/C-103/3 Hertiage Exotica, Arpora, Bardez,
 North Goa",1
North Goa,Bardez,Arpora,HOTN004017,Pranaam,"Arpora, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN004099,Miranda Guest House,"Hno 534/1b, Baga Arpora Road Nr St Anns Chaple,
 Arpora, Bardez, North Goa",10
North Goa,Bardez,Arpora,HOTN004101,Casa Tito,"Xim Vaddo, Arpora, Bardez, North Goa- 403516",17
North Goa,Bardez,Arpora,HOTN004102,Casa Tito,"Xim Vaddo, Arpora, Bardez, North Goa- 403516",17
North Goa,Bardez,Arpora,HOTN004103,Infinity Villa 1 & Infinity Villa 2,"Baga River, Arpora, Bardez, North Goa",10
North Goa,Bardez,Arpora,HOTN004106,Colvins,"448/9, Bs10, Riviera Hermitage, Arpora, Bardez,
 North Goa- 403516",3
North Goa,Bardez,Arpora,HOTN004107,Colvins,"448/9, Bs10, Riviera Hermitage, Arpora, Bardez,
 North Goa",3
North Goa,Bardez,Arpora,HOTN004119,Iapl Group Pvt. Ltd.(Park Regis),"H.No 480/7, S.No.157/1-A Sakwadi, Arpora, Bardez,
 North Goa- 403516",115
North Goa,Bardez,Arpora,HOTN004123,Goan Stay,"Hno 77/1-2 La Quinta, Arpora, Bardez, North Goa",2
North Goa,Bardez,Arpora,HOTN004141,C 304 Aqua Grandiosa,"Mainath Bhati Arpora, Arpora, Bardez, North Goa",2
North Goa,Bardez,Arpora,HOTN004145,C -203 Aqua Grandiosa,"C -203 Aqua Grandiosa, Mainatha Bhatti, Arpora,
 Bardez, North Goa",2
North Goa,Bardez,Arpora,HOTN004159,"Hottley Holidays Llp C 403
 Aqua Grandiosa","Mainatha Bhatti Arpora, Arpora, Bardez, North Goa",2
North Goa,Bardez,Arpora,HOTN004189,St Ann Guest House,"H. No 585/A, Arpora, Bardez, North Goa- 403516",5
North Goa,Bardez,Arpora,HOTN004246,Little Baga,"Arpora Little Baga Opp Arpora Panchayat Office,
 Arpora, Bardez, North Goa- 403516",5
North Goa,Bardez,Arpora,HOTN004292,Sies Villa,"H. No.61/7-V3, Villa No. 3, Arpora, Bardez, North Goa-
 403516",4
North Goa,Bardez,Arpora,HOTN004306,V4 Candy Floss,"Nagoa, Arpora, Bardez, North Goa- 403516",3
North Goa,Bardez,Arpora,HOTN004314,Sunshine,"H.No-323/1 Tambudki Wado, Arpora, Bardez, North
 Goa",4
North Goa,Bardez,Arpora,HOTN004363,"Arjun Mahesh Mehta And Ekta
 Arjun Mehta","H.No.448/9-Bg7, Riviera Hermitage, Arpora, Bardez,
 North Goa",1
North Goa,Bardez,Arpora,HOTN004375,Alaya Villa,"Villa No A4 Viegas Vaddo Behind Las Viegas
 Supermarket, Arpora, Bardez, North Goa- 403516",4
North Goa,Bardez,Arpora,HOTN004376,Tabra Villa,"Viegas Vaddo, Arpora, Bardez, North Goa- 403516",4
North Goa,Bardez,Arpora,HOTN004381,"Flat.No B 102 Aqua Grandiosa Mainath Bhati Arpora Hottley
 Hospiitality Pvt Ltd","Mainath Bhati, Arpora, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN004385,Villa Vie,"Tabra Villas, Villa No A4 Viegas Vaddo, Arpora,
 Bardez, North Goa- 403516",4
North Goa,Bardez,Arpora,HOTN004388,Anita Guest House,"448/8-Ag-2, Riviera Hermitage, Arpora Bardez Goa,
 Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN004391,Ivory Villa,"4004 Riviera Hermitage, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN004392,"Mr. Tapesh Sharma And Mrs.
 Richa Sharma","H.No.448/10-C3, Apartment No. C3, Riviera
 Hermitage, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN004393,Mr. Niraj Gera,"H.No.448/11-D9, Riviera Hermitage,, Arpora, Bardez,
 North Goa",1
North Goa,Bardez,Arpora,HOTN004418,Hill View Apt,"Riviera Foothills Arpora, Arpora, Bardez, North Goa-
 403516",1
North Goa,Bardez,Arpora,HOTN004419,Flat No D2 Aldeia Miraflor,"Arpora Bardez Goa, Arpora, Bardez, North Goa",2
North Goa,Bardez,Arpora,HOTN004470,Riviera Residency,"Cuddos Vaddo, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN004473,Dream Catcher Home Stay,"C301, Heritage Exotica, Arpora, Bardez, North Goa-
 403516",2
North Goa,Bardez,Arpora,HOTN004479,Mystic Homestay,"Riviera Foothills, Arpora, Bardez, North Goa- 403516",1
North Goa,Bardez,Arpora,HOTN004480,Puneet Dhillon,"Riviera Foothills, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN004487,Octopus Luxury Apartments,"Sankwadi, Arpora, Bardez, North Goa- 403518",6
North Goa,Bardez,Arpora,HOTN004506,Grstays,"Arpora, Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN004509,"Sebastiao Da Costa And Lumira
 Da Costa","H.No.448/9-Bg1, Arp, Apartment No. Bg1, Riviera
 Hermitage,, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN004510,"Sebastiao Da Costa And Lumira
 Da Costa","H.No.173/2-A/601, Arp, Apartment No.Lg1, Rivera
 Palms Phase Ii,, Arpora, Bardez, North Goa",1
North Goa,Bardez,Arpora,HOTN004514,Grstays,"H. No. 242/2-Va, Monte Carlo Retreat, Arpora,,
 Arpora, Bardez, North Goa- 403516",2
North Goa,Bardez,Arpora,HOTN004545,Pulak Guest House,"448/8-As-2, Riviera Hermitage, Arpora Goa, Arpora,
 Bardez, North Goa- 403516",2
